scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,category,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol
Penstemon flavescens,,high mountain penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEFL6
Penstemon floridus,,Panamint beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEFL3
Penstemon floridus var. austinii,Penstemon floridus ssp. austinii,Austin's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEFLA2
Penstemon floridus var. floridus,,Panamint beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEFLF
Penstemon fremontii,,Fremont's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEFR
Penstemon fremontii var. fremontii,,Fremont's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEFRF5
Penstemon fremontii var. glabrescens,,Fremont's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEFRG
Penstemon fruticiformis,,Death Valley beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,PEFR2
Penstemon fruticiformis ssp. amargosae,Penstemon fruticiformis var. amargosae,Death Valley beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,PEFRA
Penstemon fruticiformis ssp. fruticiformis,Penstemon fruticiformis var. fruticiformis,Death Valley beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,PEFRF3
Penstemon fruticosus,,bush penstemon,Scrophulariaceae,Penstemon,Subshrub,Perennial,L48(N)CAN(N),Dicot,2.0,No,Blue,Mid Spring,Medium,Intolerant,Long,PEFR3
Penstemon fruticosus var. fruticosus,,bush penstemon,Scrophulariaceae,Penstemon,Subshrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,PEFRF4
Penstemon scouleri,Penstemon fruticosus var. albus; Penstemon fruticosus var. scouleri; Penstemon fruticosus ssp. scouleri,littleleaf bush penstemon,Scrophulariaceae,Penstemon,Subshrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,PEFRS
Penstemon fruticosus var. serratus,Penstemon fruticosus ssp. serratus,sawleaf bush penstemon,Scrophulariaceae,Penstemon,Subshrub,Perennial,L48(N),Dicot,,,,,,,,PEFRS2
Penstemon gairdneri,,Gairdner's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,1.0,No,Blue,Late Spring,High,Intolerant,Long,PEGA
Penstemon gairdneri ssp. hians,Penstemon gairdneri var. hians; Penstemon gairdneri var. gairdneri,Gairdner's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGAG2
Penstemon puberulentus,Penstemon gairdneri var. oreganus; Penstemon gairdneri ssp. oreganus,Gairdner's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEGAO2
Penstemon glaber,,sawsepal penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,2.0,No,Purple,Late Spring,Medium,Intolerant,Long,PEGL3
Penstemon alpinus,Penstemon glaber var. alpinus,alpine sawsepal penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGLA
Penstemon brandegeei,Penstemon glaber var. brandegeei; Penstemon alpinus ssp. brandegeei,Brandegee's penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEGLB
Penstemon glaber var. glaber,Penstemon alpinus ssp. magnus,sawsepal penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGLG2
Penstemon glandulosus,,stickystem penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEGL4
Penstemon glandulosus var. chelanensis,Penstemon glandulosus ssp. chelanensis,stickystem penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGLC2
Penstemon glandulosus var. glandulosus,,stickystem penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEGLG3
Penstemon globosus,,globe penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGL5
Penstemon gracilentus,,slender penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGR4
Penstemon grinnellii,,Grinnell's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGR8
Penstemon grinnellii ssp. grinnellii,Penstemon grinnellii var. grinnellii,Grinnell's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEGRG4
Penstemon grinnellii ssp. scrophularioides,Penstemon grinnellii var. scrophularioides,Grinnell's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEGRS
Penstemon heterodoxus,,Sierra beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHE2
Penstemon heterodoxus var. cephalophorus,Penstemon heterodoxus ssp. cephalophorus,Sierra beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHEC2
Penstemon heterodoxus var. heterodoxus,,Sierra beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHEH3
Penstemon heterophyllus,,bunchleaf penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEHE3
Penstemon heterophyllus ssp. australis,Penstemon heterophyllus var. australis,foothill beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHEA
Penstemon heterophyllus ssp. heterophyllus,Penstemon heterophyllus var. heterophyllus,bunchleaf penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHEH2
Penstemon spinulosus,Penstemon heterophyllus ssp. purdyi; Penstemon heterophyllus var. purdyi,Purdy's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,2.0,No,Purple,Mid Spring,Medium,Intolerant,Long,PEHEP
Penstemon humilis,,low beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHU
Penstemon humilis ssp. brevifolius,Penstemon humilis var. brevifolius,low beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHUB
Penstemon cinereus,Penstemon decurvus; Penstemon humilis ssp. humilis; Penstemon humilis var. humilis; Penstemon cinereus var. foliatus; Penstemon humilis var. deserticus,low beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEHUH
Penstemon humilis ssp. obtusifolius,Penstemon humilis var. obtusifolius,low beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEHUO
Penstemon immanifestus,,Steptoe Valley beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEIM2
Penstemon incertus,,Mojave beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,PEIN3
Penstemon jamesii,Penstemon brevibarbatus; Penstemon jamesii ssp. typicus,James' beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEJA
Penstemon janishiae,,Antelope Valley beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEJA2
Penstemon kingii,Penstemon nyeensis,King's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEKI
Penstemon laetus,,mountain blue penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,2.5,No,Blue,Late Spring,High,Intolerant,Long,PELA7
Penstemon laetus ssp. laetus,Penstemon laetus var. laetus,mountain blue penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELAL6
Penstemon laetus ssp. leptosepalus,Penstemon laetus var. leptosepalus,mountain blue penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELAL
Penstemon laetus ssp. sagittatus,Penstemon laetus var. sagittatus,mountain blue penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELAS
Penstemon laevis,,southwestern beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELA15
Penstemon laxus,Penstemon watsonii ssp. laxus,tufted penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PELA17
Penstemon leiophyllus,,smoothleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELE7
Penstemon francisci-pennellii,Penstemon leiophyllus var. francisci-pennellii,smoothleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELEF
Penstemon keckii,Penstemon leiophyllus var. keckii,Keck's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELEK
Penstemon leiophyllus var. leiophyllus,,smoothleaf beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PELEL
Penstemon leonardii,,Leonard's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELE9
Penstemon leonardii var. higginsii,,Higgins' beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PELEH
Penstemon leonardii var. leonardii,,Leonard's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELEL3
Penstemon patricus,Penstemon leonardii var. patricus,Leonard's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PELEP
Penstemon linarioides,,toadflax penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELI2
Penstemon coloradoensis,Penstemon linarioides ssp. coloradoensis,toadflax penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELIC
Penstemon linarioides ssp. compactifolius,,toadflax beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PELIC2
Penstemon linarioides ssp. typicus,Penstemon linarioides ssp. linarioides,toadflax beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELIL2
Penstemon linarioides ssp. maguirei,,Maguire's penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PELIM
Penstemon linarioides ssp. sileri,Penstemon linarioides var. sileri; Penstemon linarioides var. viridis,Siler's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELIS
Penstemon longiflorus,Penstemon cyananthus ssp. longiflorus; Penstemon cyananthus var. longiflorus,longflower penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PELO5
Penstemon lyallii,,Lyall's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,2.5,No,Purple,Late Spring,High,Intolerant,Long,PELY2
Penstemon metcalfei,,Metcalfe's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEME15
Penstemon miser,,Malheur penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEMI3
Penstemon montanus,,cordroot beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEMO4
Penstemon montanus var. idahoensis,Penstemon montanus ssp. idahoensis,Central Idaho penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEMOI2
Penstemon montanus var. montanus,,cordroot beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEMOM2
Penstemon neotericus,,Plumas County beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PENE2
Penstemon newberryi,,mountain pride,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,1.0,No,Red,Mid Spring,High,Intermediate,Long,PENE3
Penstemon newberryi ssp. berryi,Penstemon newberryi var. berryi,Berry's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PENEB
Penstemon newberryi ssp. newberryi,Penstemon newberryi var. newberryi,mountain pride,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PENEN
Penstemon newberryi ssp. sonomensis,Penstemon newberryi var. sonomensis,Sonoma penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PENES
Penstemon nitidus,,waxleaf penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PENI3
Penstemon nitidus var. nitidus,,waxleaf penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PENIN
Penstemon nitidus var. polyphyllus,Penstemon nitidus ssp. polyphyllus,waxleaf penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PENIP2
Penstemon ovatus,,eggleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PEOV2
Penstemon palmeri,,Palmer's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,3.5,No,Purple,Late Spring,High,Intolerant,Moderate,PEPA8
Penstemon palmeri var. eglandulosus,Penstemon palmeri ssp. eglandulosus,scented beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPAE2
Penstemon macranthus,Penstemon palmeri var. macranthus,scented beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPAM3
Penstemon palmeri var. palmeri,Penstemon palmeri ssp. typicus,Palmer's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPAP9
Penstemon papillatus,,Inyo beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPA9
Penstemon parvus,,Aquarius Plateau beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPA26
Penstemon patens,Penstemon confusus ssp. patens,Lone Pine beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPA27
Penstemon payettensis,,Payette beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPA29
Penstemon paysoniorum,,Payson's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPA30
Penstemon peckii,,Peck's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPE10
Penstemon penlandii,,Penland's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPE25
Penstemon perpulcher,Penstemon minidokanus,Minidoka beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPE12
Penstemon petiolatus,,petiolate beardtongue,Scrophulariaceae,Penstemon,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPE13
Penstemon pinifolius,,pineneedle beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPI3
Penstemon platyphyllus,,broadleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPL4
Penstemon pratensis,,western whiteflower beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPR6
Penstemon procerus,,littleflower penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,PEPR2
Penstemon procerus var. aberrans,Penstemon procerus ssp. aberrans,pincushion beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPRA2
Penstemon tolmiei ssp. brachyanthus,Penstemon procerus var. brachyanthus; Penstemon procerus ssp. brachyanthus,pincushion beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPRB2
Penstemon tolmiei ssp. formosus,Penstemon procerus var. formosus; Penstemon procerus ssp. formosus,pincushion beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPRF2
Penstemon modestus,Penstemon procerus var. modestus; Penstemon procerus ssp. modestus,pincushion beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPRM2
Penstemon procerus var. procerus,Penstemon confertus var. procerus; Penstemon confertus ssp. procerus,pincushion beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,PEPRP
Penstemon tolmiei,Penstemon procerus var. tolmiei; Penstemon procerus ssp. tolmiei,Tolmie's penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PEPRT
Penstemon pruinosus,,Chelan beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PEPR3
Penstemon pseudospectabilis,,desert penstemon,Scrophulariaceae,Penstemon,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPS
Penstemon pseudospectabilis ssp. connatifolius,,desert beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Dicot,,,,,,,,PEPSC
Penstemon pseudospectabilis ssp. typicus,Penstemon pseudospectabilis ssp. pseudospectabilis,desert beardtongue,Scrophulariaceae,Penstemon,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPSP
Penstemon pudicus,,Kawich Range beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPU11
Penstemon pumilus,,Salmon River beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEPU12
Penstemon purpusii,,Snow Mountain beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PEPU4
Penstemon radicosus,,matroot penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PERA2
Penstemon richardsonii,,cutleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PERI
Penstemon richardsonii var. curtiflorus,Penstemon richardsonii ssp. curtiflorus,cutleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PERIC3
Penstemon richardsonii var. dentatus,Penstemon richardsonii ssp. dentatus,cutleaf beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PERID3
Penstemon richardsonii var. richardsonii,,Richardson's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,PERIR
Penstemon roezlii,Penstemon cinerascens; Penstemon laetus ssp. roezlii; Penstemon laetus var. roezlii,Roezl's penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PERO12
Penstemon bridgesii,Penstemon rostriflorus; Penstemon bridgesii var. amplexicaulis,Bridge penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PERO10
Penstemon rupicola,,cliff beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PERU
Penstemon rydbergii,,Rydberg's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,3.0,No,Blue,Mid Summer,Low,Intolerant,Moderate,PERY
Penstemon aggregatus,Penstemon rydbergii var. aggregatus; Penstemon rydbergii ssp. aggregatus,meadow beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PERYA
Penstemon oreocharis,Penstemon rydbergii var. oreocharis,herbaceous penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PERYO
Penstemon hesperius,Penstemon vaseyanus; Penstemon rydbergii var. varians; Penstemon rydbergii var. rydbergii,swollen penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PERYR
Penstemon scapoides,,pinyon beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PESC2
Penstemon scariosus,,White River beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PESC5
Penstemon albifluvis,Penstemon scariosus var. albifluvis,White River beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PESCA
Penstemon scariosus var. cyanomontanus,,Neese's Blue Mountain beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PESCC
Penstemon garrettii,Penstemon scariosus var. garrettii,Garrett's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PESCG
Penstemon scariosus var. scariosus,,White River beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PESCS
Penstemon seorsus,,shortlobe penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PESE12
Penstemon sepalulus,,littlecup beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PESE13
Penstemon serrulatus,,serrulate penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,PESE5
Penstemon spatulatus,,Wallowa beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PESP2
Penstemon spectabilis,,showy penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PESP3
Penstemon spectabilis ssp. spectabilis,Penstemon spectabilis var. spectabilis,showy penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,PESPS2
Penstemon spectabilis ssp. subviscosus,Penstemon spectabilis var. subviscosus,showy penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PESPS
Penstemon stephensii,,Stephens' penstemon,Scrophulariaceae,Penstemon,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEST
Penstemon strictiformis,Penstemon strictus ssp. strictiformis,Mancos penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,PEST9
