scientific_name,family,genus,growth_habit,conservation_status,catalog_source
Syzygium densiflorum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium dyerianum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium effusum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium emirnense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium erythropetalum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium eucalyptoides,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium eugenioides,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium fastigiatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium fergusonii,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium fibrosum,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium fijiense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium flavescens,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium forte,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium furfuraceum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium gardneri,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium gerrardii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium gillespiei,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium gonatanthum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium goniopterum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium gracilipes,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium grande,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium grayi,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium griffithii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium guineense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium helferi,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium hemilamprum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium hemisphericum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium hirtum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium homichlophilum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium incarnatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium jambos,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium khasianum,Myrtaceae,Syzygium,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium lagerstmemioides,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium lanceolatum,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium laqueatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium legatii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium leptostemon,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium littorale,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium longipes,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium luehmannii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium madangense,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium maingayi,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium maire,Myrtaceae,Syzygium,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium makul,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium malaccense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium masukuense,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium micklethwaitii,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium micranthum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium microcymum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium muelleri,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium multiglandulosum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium myrtifolium,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium myrtoides,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium neesianum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium nervosum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium neurocalyx,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium nidie,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium oligomyrum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium owariense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pachycladum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pachyphyllum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium palauense,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pallidum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pancheri,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium papillosum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium paradoxum,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pendens,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pergamaceum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium phaeostictum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium phengklaii,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium plumeum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pluviatile,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium polycephaloides,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium polycephalum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium praineanum,Myrtaceae,Syzygium,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pteropodum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pustulatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium pycnanthum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium racemosum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium richardsonianum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium rosaceum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium rugosum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium rumphii,Myrtaceae,Syzygium,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium salicifolium,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium samarangense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium sandwicense,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium sayeri,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium schumannianum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium scortechinii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium seemannianum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium seemannii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium simile,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium stelechanthoides,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium stelechanthum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium subalatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium subcorymbosum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium subglobosum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium suborbiculare,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium suringarianum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium taeniatum,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium tetragonum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium tierneyanum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium triphlebium,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium tripinnatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium tympananthum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium umbrosum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium urceolatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium valdevenosum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium variabile,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium variifolium,Myrtaceae,Syzygium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium vernicosum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium versteegii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium viburnoides,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium wagapense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium wrightii,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium xanthophyllum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium zeylanicum ellipticum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia aurea,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia bahamensis,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia cassinoides,Bignoniaceae,Tabebuia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia elliptica,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia haemantha,Bignoniaceae,Tabebuia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia heterophylla,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia insignis,Bignoniaceae,Tabebuia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia nodosa,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia obtusifolia,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia pallida,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia rigida,Bignoniaceae,Tabebuia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia rosea,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia roseoalba,Bignoniaceae,Tabebuia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia schumanniana,Bignoniaceae,Tabebuia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabebuia stenocalyx,Bignoniaceae,Tabebuia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana africana,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana alba,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana alternifolia,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana amygdalifolia,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana angulata,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana arborea,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana attenuata,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana aurantiaca,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana brachyantha,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana bufalina,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana catharinensis,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana ciliata,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana citrifolia,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana coffeoides,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana corymbosa,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana crassa,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana cymosa,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana dichotoma,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana divaricata,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana donnell-smithii,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana elegans,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana gamblei,Apocynaceae,Tabernaemontana,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana grandiflora,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana heterophylla,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana hystrix,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana litoralis,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Tabernaemontana macrocarpa,Apocynaceae,Tabernaemontana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
