scientific_name,common_name,family,genus,usda_hardiness_zone,rhs_hardiness_rating,height_mature_ft,native_status,habitat,taxonomic_note,conservation_status,tso_url,catalog_source
Anthyllis barba-jovis,Jupiter's Beard,Fabaceae,Anthyllis,9-10,H3,,"Albania, Algeria, Croatia, France, Greece, Italy, Slovenia, Spain, Tunisia",Open coastal vegetation,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/anthyllis/anthyllis-barba-jovis/,Trees and Shrubs Online (IDS)
Aphananthe aspera,,Cannabaceae,Aphananthe,,,17.7,"Native of Japan, Korea, and China; introduced to Kew from Japan in 1895.",,,,https://www.treesandshrubsonline.org/articles/aphananthe/aphananthe-aspera/,Trees and Shrubs Online (IDS)
Aralia chinensis,,Araliaceae,Aralia,,,,,,,,https://www.treesandshrubsonline.org/articles/aralia/aralia-chinensis/,Trees and Shrubs Online (IDS)
Aralia elata,Japanese Angelica Tree,Araliaceae,Aralia,,,2,"Native of Japan, Korea, Manchuria and the Russian Far East; introduced about 1830, and perhaps the finest of all hardy shrubs with foliage of its particular type.",,,,https://www.treesandshrubsonline.org/articles/aralia/aralia-elata/,Trees and Shrubs Online (IDS)
Aralia spinosa,Hercules' Club,Araliaceae,Aralia,,,26.2,"native of the south-eastern United States, and very similar to A. elata .",,,,https://www.treesandshrubsonline.org/articles/aralia/aralia-spinosa/,Trees and Shrubs Online (IDS)
Araucaria angustifolia,Brazilian Monkey-puzzle,Araucariaceae,Araucaria,8-9,,,"Argentina, Brazil, Paraguay","Mixed subtropical forest between 500 and 2300 m asl (to 1800 m in Brazil, to 2300 m in Argentina and Paraguay) on acidic, laterite soils with up to 1500 mm rain per annum.",,Critically endangered (CR),https://www.treesandshrubsonline.org/articles/araucaria/araucaria-angustifolia/,Trees and Shrubs Online (IDS)
Araucaria araucana,Chile Pine,Araucariaceae,Araucaria,8a,H5,,"Argentina, Chile","In the Andes from (600–)900–1800 m asl, often reaching the tree-line, on volcanic soils. It most commonly associates with Nothofagus pumilio but also N. antarctica and N. dombeyi and the conifer Saxegothaea conspicua .",,Endangered (EN),https://www.treesandshrubsonline.org/articles/araucaria/araucaria-araucana/,Trees and Shrubs Online (IDS)
Araucaria heterophylla,Norfolk Island Pine,Araucariaceae,Araucaria,9-10,H2,,Australia,"Originally in evergreen subtropical forest, emerging over a canopy of angiosperm trees and tree ferns. The original habitat is now modified or disturbed almost everywhere, with Araucaria heterophylla now seen as isolated trees or in small groves with a denuded associated flora.",,Vulnerable (VU),https://www.treesandshrubsonline.org/articles/araucaria/araucaria-heterophylla/,Trees and Shrubs Online (IDS)
Araujia sericifera,,Apocynaceae,Araujia,,,,Native of South America; introduced by Tweedie from Buenos Aires in 1830.,,,,https://www.treesandshrubsonline.org/articles/araujia/araujia-sericifera/,Trees and Shrubs Online (IDS)
Arbutus andrachne,Greek Strawberry Tree,Ericaceae,Arbutus,8-9,H4,39.4,"Albania, Armenia, Azerbaijan, Bulgaria, Croatia, Cyprus, Georgia, Greece, Israel, Jordan, Lebanon, North Macedonia, Syria, Türkiye, Ukraine","Forests and shrublands, usually on rocky slopes on acidic soils; 0–1500 m.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/arbutus/arbutus-andrachne/,Trees and Shrubs Online (IDS)
Arbutus Mexican Species,,Ericaceae,Arbutus,,,,Mexico,,,,https://www.treesandshrubsonline.org/articles/arbutus/arbutus-mexican-species/,Trees and Shrubs Online (IDS)
Arbutus occidentalis,,Ericaceae,Arbutus,8b-10,H4,,Mexico,"Forests, especially in areas with rocky outcrops, 2400–3200 m.",,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/arbutus/arbutus-occidentalis/,Trees and Shrubs Online (IDS)
Arbutus × reyorum,,Ericaceae,Arbutus,"8-9 A small to medium tree with excellent reddish bark, glossy dark green leaves, large inflorescences of white flowers flushing deep pink in late summer to autumn, and good crops of fruit, 2–3 cm across and ripening red. It is lime tolerant. Well established on the Pacific seaboard of the United States, in gardens and as a street tree, and widely offered by nurseries from tissue culture ( Grimshaw & Bayton 2009 , Jacobson 1996 ). It is also increasingly planted in Mediterranean and maritime Europe. It can grow quickly in areas with warm summers: a specimen at San Marcos Growers, Santa Barbara, CA, reached 13.5 m × 274 cm, with a crown spread of over 16 m, in 23 years ( San Marcos Growers 2021 ). The origin of this cultivar is convoluted, it apparently having been shipped unrecognised from southern Europe (from which garden or nursery is unknown) to San Francisco in 1917 as a landscaping tree for the Exposition that year. It was propagated by Charles Abrahams at his Western Nursery in the Marina district of San Francisco (hence the cultivar name), and one of the resulting plants was grown at the Strybing Arboretum (now San Francisco Botanical Garden). A cutting from this came into the hands of the San Francisco plantsman Victor Reiter in 1933. Planted in Reiter’s garden in 1944, it reached 15 m before collapsing in 2006. Material from the Reiter tree was introduced to the nursery trade in 1984 by the Saratoga Horticultural Research Foundation ( Grimshaw & Bayton 2009 , San Marcos Growers 2021 ). ‘If only one Arbutus were to be planted this should be it’ ( Grimshaw & Bayton 2009 ). Arbutus × reyorum 'Marina': an excellent small tree. Image John Grimshaw. "" data-alt=""Arbutus × reyorum 'Marina'""> Arbutus × reyorum 'Marina': an excellent small tree. Image John Grimshaw. Arbutus × reyorum 'Marina'. Image John Grimshaw. "" data-alt=""Arbutus × reyorum 'Marina'""> Arbutus × reyorum 'Marina'. Image John Grimshaw. Foliage on Arbutus × reyorum 'Marina' at Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. "" data-alt=""Arbutus × reyorum 'Marina'""> Foliage on Arbutus × reyorum 'Marina' at Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. This young Arbutus × reyorum 'Marina' is beginning to develop the beautiful peeling bark gardeners can expect from this selection. Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. "" data-alt=""Arbutus × reyorum 'Marina'""> This young Arbutus × reyorum 'Marina' is beginning to develop the beautiful peeling bark gardeners can expect from this selection. Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. Arbutus × reyorum 'Marina' inherits excellent bark from its A. × andrachnoides parent, as seen here in a maturing example in a private garden in Suffolk, UK (January 2023). Image Jack Aldridge. "" data-alt=""Arbutus × reyorum 'Marina'""> Arbutus × reyorum 'Marina' inherits excellent bark from its A. × andrachnoides parent, as seen here in a maturing example in a private garden in Suffolk, UK (January 2023). Image Jack Aldridge. Winter damage to an established specimen of Arbutus × reyorum 'Marina' growing in a sheltered position at RHS Garden Wisley, UK (21 April 2023). Image Jack Aldridge. "" data-alt=""Arbutus × reyorum 'Marina'""> Winter damage to an established specimen of Arbutus × reyorum 'Marina' growing in a sheltered position at RHS Garden Wisley, UK (21 April 2023). Image Jack Aldridge. Flaky reddish bark on a mature Arbutus × reyorum 'Marina'. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. "" data-alt=""Arbutus × reyorum 'Marina'""> Flaky reddish bark on a mature Arbutus × reyorum 'Marina'. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. Probably the french champion of Arbutus × reyorum 'Marina', approximately 8 m tall, growing in difficult, dry conditions. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. "" data-alt=""Arbutus × reyorum 'Marina'""> Probably the french champion of Arbutus × reyorum 'Marina', approximately 8 m tall, growing in difficult, dry conditions. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. Young foliage and fruit on Arbutus × reyorum 'Marina'. Private garden close to Nantes, France. May 2024. Image James Garnett. "" data-alt=""Arbutus × reyorum 'Marina'""> Young foliage and fruit on Arbutus × reyorum 'Marina'. Private garden close to Nantes, France. May 2024. Image James Garnett. 'MBAV13' Synonyms / alternative names Arbutus × reyorum SPRING FROST™ A sport of ‘Marina’ with well-defined creamy white margins to the young leaves. During summer the white areas become green, old leaves then contrasting with the next year’s new foliage. Apparently as fast growing as ‘Marina’ but with lower fruit set. Selected by Manuel Morales of Monterey Bay Nursery, CA, from a production block of ‘Marina’, and introduced by him in 2015; protected by US PP26579 ( Monterey Bay Nursery 2021 ). <div class=""uk-section uk-section-small uk-section-primary","H4 USDA Hardiness Zone: 8-9 A small to medium tree with excellent reddish bark, glossy dark green leaves, large inflorescences of white flowers flushing deep pink in late summer to autumn, and good crops of fruit, 2–3 cm across and ripening red. It is lime tolerant. Well established on the Pacific seaboard of the United States, in gardens and as a street tree, and widely offered by nurseries from tissue culture ( Grimshaw & Bayton 2009 , Jacobson 1996 ). It is also increasingly planted in Mediterranean and maritime Europe. It can grow quickly in areas with warm summers: a specimen at San Marcos Growers, Santa Barbara, CA, reached 13.5 m × 274 cm, with a crown spread of over 16 m, in 23 years ( San Marcos Growers 2021 ). The origin of this cultivar is convoluted, it apparently having been shipped unrecognised from southern Europe (from which garden or nursery is unknown) to San Francisco in 1917 as a landscaping tree for the Exposition that year. It was propagated by Charles Abrahams at his Western Nursery in the Marina district of San Francisco (hence the cultivar name), and one of the resulting plants was grown at the Strybing Arboretum (now San Francisco Botanical Garden). A cutting from this came into the hands of the San Francisco plantsman Victor Reiter in 1933. Planted in Reiter’s garden in 1944, it reached 15 m before collapsing in 2006. Material from the Reiter tree was introduced to the nursery trade in 1984 by the Saratoga Horticultural Research Foundation ( Grimshaw & Bayton 2009 , San Marcos Growers 2021 ). ‘If only one Arbutus were to be planted this should be it’ ( Grimshaw & Bayton 2009 ). Arbutus × reyorum 'Marina': an excellent small tree. Image John Grimshaw. "" data-alt=""Arbutus × reyorum 'Marina'""> Arbutus × reyorum 'Marina': an excellent small tree. Image John Grimshaw. Arbutus × reyorum 'Marina'. Image John Grimshaw. "" data-alt=""Arbutus × reyorum 'Marina'""> Arbutus × reyorum 'Marina'. Image John Grimshaw. Foliage on Arbutus × reyorum 'Marina' at Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. "" data-alt=""Arbutus × reyorum 'Marina'""> Foliage on Arbutus × reyorum 'Marina' at Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. This young Arbutus × reyorum 'Marina' is beginning to develop the beautiful peeling bark gardeners can expect from this selection. Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. "" data-alt=""Arbutus × reyorum 'Marina'""> This young Arbutus × reyorum 'Marina' is beginning to develop the beautiful peeling bark gardeners can expect from this selection. Arboretum Cimetière Parc, Nantes, France. 8 October 2023. Image Tom Christian. Arbutus × reyorum 'Marina' inherits excellent bark from its A. × andrachnoides parent, as seen here in a maturing example in a private garden in Suffolk, UK (January 2023). Image Jack Aldridge. "" data-alt=""Arbutus × reyorum 'Marina'""> Arbutus × reyorum 'Marina' inherits excellent bark from its A. × andrachnoides parent, as seen here in a maturing example in a private garden in Suffolk, UK (January 2023). Image Jack Aldridge. Winter damage to an established specimen of Arbutus × reyorum 'Marina' growing in a sheltered position at RHS Garden Wisley, UK (21 April 2023). Image Jack Aldridge. "" data-alt=""Arbutus × reyorum 'Marina'""> Winter damage to an established specimen of Arbutus × reyorum 'Marina' growing in a sheltered position at RHS Garden Wisley, UK (21 April 2023). Image Jack Aldridge. Flaky reddish bark on a mature Arbutus × reyorum 'Marina'. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. "" data-alt=""Arbutus × reyorum 'Marina'""> Flaky reddish bark on a mature Arbutus × reyorum 'Marina'. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. Probably the french champion of Arbutus × reyorum 'Marina', approximately 8 m tall, growing in difficult, dry conditions. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. "" data-alt=""Arbutus × reyorum 'Marina'""> Probably the french champion of Arbutus × reyorum 'Marina', approximately 8 m tall, growing in difficult, dry conditions. Private garden, Île d'Oléron, France. August 2022. Image James Garnett. Young foliage and fruit on Arbutus × reyorum 'Marina'. Private garden close to Nantes, France. May 2024. Image James Garnett. "" data-alt=""Arbutus × reyorum 'Marina'""> Young foliage and fruit on Arbutus × reyorum 'Marina'. Private garden close to Nantes, France. May 2024. Image James Garnett. 'MBAV13' Synonyms / alternative names Arbutus × reyorum SPRING FROST™ A sport of ‘Marina’ with well-defined creamy white margins to the young leaves. During summer the white areas become green, old leaves then contrasting with the next year’s new foliage. Apparently as fast growing as ‘Marina’ but with lower fruit set. Selected by Manuel Morales of Monterey Bay Nursery, CA, from a production block of ‘Marina’, and introduced by him in 2015; protected by US PP26579 ( Monterey Bay Nursery 2021 ). <div class=""uk-section uk-section-small uk-section-primary",49.2,"introduced to the nursery trade in 1984 by the Saratoga Horticultural Research Foundation ( Grimshaw & Bayton 2009 , San Marcos Growers 2021 ).",,,,https://www.treesandshrubsonline.org/articles/arbutus/arbutus-x-reyorum/,Trees and Shrubs Online (IDS)
Arctostaphylos andersonii,Heartleaf Manzanita,Ericaceae,Arctostaphylos,,,12,"Native of California; introduced to the Royal Botanic Garden, Edinburgh, in 1934, by seed received from Mrs Lester Rowntree, who did so much to popularise the native shrubs of California.",,,,https://www.treesandshrubsonline.org/articles/arctostaphylos/arctostaphylos-andersonii/,Trees and Shrubs Online (IDS)
Arctostaphylos canescens,Hoary Manzanita,Ericaceae,Arctostaphylos,,,,"Native of California and Oregon; it is found in chaparral, but also grows in forests of Douglas fir and Pinus ponderosa .",,,,https://www.treesandshrubsonline.org/articles/arctostaphylos/arctostaphylos-canescens/,Trees and Shrubs Online (IDS)
Arctostaphylos diversifolia,,Ericaceae,Arctostaphylos,,,18,"Native of S. California; it was introduced to Kew before 1896 and flowered there in March and April, but is not in the collection at the present time.",,,,https://www.treesandshrubsonline.org/articles/arctostaphylos/arctostaphylos-diversifolia/,Trees and Shrubs Online (IDS)
Arctostaphylos glauca,Bigberry Manzanita,Ericaceae,Arctostaphylos,,,14,"Native of S. California. A handsome species, but tender. From the Supplement (Vol. V) A. pringlei Parry var. drupacea Parry A. drupacea (Parry) McBride – It should have been added that the species itself was described from Arizona and does not occur in California. The var. drupac",,,,https://www.treesandshrubsonline.org/articles/arctostaphylos/arctostaphylos-glauca/,Trees and Shrubs Online (IDS)
